"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PCBP23",0.000129786744197702,0.250088879586339,0.82,0.833,1,"stromal_2_patient8","PCBP2"
"BIN12",0.000139402102712632,0.475924974899602,0.311,0.252,1,"stromal_2_patient8","BIN1"
"EHD26",0.000159456031378483,0.346723717335387,0.453,0.409,1,"stromal_2_patient8","EHD2"
"MIF7",0.000164244266886069,0.36589050593464,0.599,0.615,1,"stromal_2_patient8","MIF"
"ATP5F1D7",0.000165452929503107,0.315724369270665,0.588,0.591,1,"stromal_2_patient8","ATP5F1D"
"NDN6",0.000168853205660597,0.405486874193666,0.367,0.308,1,"stromal_2_patient8","NDN"
"CCDC691",0.000190390210189409,0.369221160780623,0.251,0.186,1,"stromal_2_patient8","CCDC69"
"DEK2",0.000192650302688493,0.47678632496132,0.423,0.399,1,"stromal_2_patient8","DEK"
"WDR83OS6",0.000199798633363285,0.287420414538451,0.652,0.684,1,"stromal_2_patient8","WDR83OS"
"FOXN32",0.000210916521439406,0.49035388145943,0.356,0.308,1,"stromal_2_patient8","FOXN3"
"PJA21",0.000211781885595057,0.434668619386557,0.401,0.363,1,"stromal_2_patient8","PJA2"
"LDHB5",0.000222809831406352,0.293986518663571,0.648,0.642,1,"stromal_2_patient8","LDHB"
"METTL7A3",0.000225372844796341,0.486677719101561,0.427,0.401,1,"stromal_2_patient8","METTL7A"
"RSL24D12",0.000225968366024016,0.388064170797031,0.397,0.358,1,"stromal_2_patient8","RSL24D1"
"NDUFB79",0.000240459824306279,0.27216845939288,0.682,0.695,1,"stromal_2_patient8","NDUFB7"
"OAF5",0.000249704482799134,0.357032282656757,0.427,0.38,1,"stromal_2_patient8","OAF"
"ATRX4",0.000282759747869787,0.466795555998157,0.367,0.317,1,"stromal_2_patient8","ATRX"
"PTP4A12",0.000310666924446896,0.47854440847172,0.352,0.312,1,"stromal_2_patient8","PTP4A1"
"CLIC42",0.000332363773785085,0.479908137779749,0.461,0.447,1,"stromal_2_patient8","CLIC4"
"BRK11",0.000334222887959814,0.405614176584113,0.562,0.587,1,"stromal_2_patient8","BRK1"
"PALLD4",0.00037658547054189,0.46057727389403,0.442,0.42,1,"stromal_2_patient8","PALLD"
"ZYX4",0.000401805163545935,0.284815338290267,0.652,0.662,1,"stromal_2_patient8","ZYX"
"TCEAL44",0.000410237169970454,0.28176776934618,0.551,0.517,1,"stromal_2_patient8","TCEAL4"
"PDGFRA8",0.000412805403456226,0.335285129108728,0.491,0.449,1,"stromal_2_patient8","PDGFRA"
"ARID4B1",0.000456113897049731,0.343343010487274,0.285,0.224,1,"stromal_2_patient8","ARID4B"
"POLR2I5",0.00049661794623245,0.352950988443108,0.498,0.489,1,"stromal_2_patient8","POLR2I"
"EPHX16",0.00050901968164854,0.354050261068207,0.446,0.414,1,"stromal_2_patient8","EPHX1"
"CYGB3",0.00051955722749497,0.372010646583852,0.273,0.215,1,"stromal_2_patient8","CYGB"
"COL4A22",0.000534412443243079,0.339157964633789,0.513,0.484,1,"stromal_2_patient8","COL4A2"
"CNBP3",0.000545090896019622,0.341474618614827,0.618,0.648,1,"stromal_2_patient8","CNBP"
"GYPC7",0.000553366217838493,0.370674024970788,0.491,0.475,1,"stromal_2_patient8","GYPC"
"FIS15",0.000554008168875443,0.287384542503649,0.588,0.594,1,"stromal_2_patient8","FIS1"
"MAP1LC3A2",0.000557556114414824,0.413977294850868,0.262,0.203,1,"stromal_2_patient8","MAP1LC3A"
"EPB41L4A-AS14",0.000564518890524756,0.394426183581207,0.311,0.261,1,"stromal_2_patient8","EPB41L4A-AS1"
"KCNMA11",0.000574549959475377,0.388711018682762,0.378,0.342,1,"stromal_2_patient8","KCNMA1"
"NUDC2",0.000585554142303349,0.438821225343402,0.427,0.414,1,"stromal_2_patient8","NUDC"
"SNHG76",0.000597154664394285,0.360900782089106,0.393,0.34,1,"stromal_2_patient8","SNHG7"
"NENF7",0.000640404669491744,0.274036040707563,0.633,0.668,1,"stromal_2_patient8","NENF"
"SORBS35",0.000687816177433124,0.395009111951916,0.446,0.433,1,"stromal_2_patient8","SORBS3"
"PQBP15",0.000690668339885031,0.348983917971161,0.345,0.294,1,"stromal_2_patient8","PQBP1"
"BTG13",0.000694734908683616,0.401883850406073,0.483,0.489,1,"stromal_2_patient8","BTG1"
"SEC622",0.000710829750444774,0.34411251166001,0.509,0.507,1,"stromal_2_patient8","SEC62"
"XRCC63",0.000724241136865553,0.292772272724206,0.569,0.577,1,"stromal_2_patient8","XRCC6"
"SPTAN13",0.000780354552333518,0.298361704144317,0.551,0.554,1,"stromal_2_patient8","SPTAN1"
"TCEAL33",0.0007902334716489,0.392322939435535,0.288,0.237,1,"stromal_2_patient8","TCEAL3"
"VLDLR7",0.00085855267856312,0.335638785057486,0.273,0.21,1,"stromal_2_patient8","VLDLR"
"NME36",0.000972806973372547,0.300669222353506,0.498,0.475,1,"stromal_2_patient8","NME3"
"EIF2S31",0.00100496328284577,0.290466158952133,0.509,0.497,1,"stromal_2_patient8","EIF2S3"
"KLF10",0.00108029399086209,0.415947621047449,0.288,0.243,1,"stromal_2_patient8","KLF10"
"CIC4",0.00150231327764197,0.383470407862583,0.356,0.32,1,"stromal_2_patient8","CIC"
"SGCE8",0.00152154197450223,0.33578511458272,0.296,0.239,1,"stromal_2_patient8","SGCE"
"HNRNPDL4",0.00159588139942695,0.279732656031948,0.622,0.652,1,"stromal_2_patient8","HNRNPDL"
"RBMX6",0.00160290157693382,0.366395647973158,0.479,0.48,1,"stromal_2_patient8","RBMX"
"TRIM562",0.00167318358046609,0.386720561143181,0.292,0.247,1,"stromal_2_patient8","TRIM56"
"CLIP35",0.00180480709538788,0.347448824269155,0.273,0.219,1,"stromal_2_patient8","CLIP3"
"CRTAP4",0.00198435372621864,0.340137835334752,0.622,0.665,1,"stromal_2_patient8","CRTAP"
"PCGF24",0.00198492044035476,0.293622783222892,0.281,0.23,1,"stromal_2_patient8","PCGF2"
"ANTXR23",0.00207199287594265,0.379422333990178,0.307,0.268,1,"stromal_2_patient8","ANTXR2"
"C1orf213",0.00207619974739595,0.426836671791252,0.277,0.234,1,"stromal_2_patient8","C1orf21"
"ALKBH76",0.00223456382232466,0.326333992531978,0.487,0.479,1,"stromal_2_patient8","ALKBH7"
"FBL4",0.00225381442859513,0.363541572461401,0.536,0.536,1,"stromal_2_patient8","FBL"
"USP113",0.00228796633535272,0.375667449967404,0.341,0.306,1,"stromal_2_patient8","USP11"
"MACF11",0.00242826409549827,0.381891869280125,0.479,0.482,1,"stromal_2_patient8","MACF1"
"THRA5",0.00248405580734686,0.395650992175869,0.315,0.275,1,"stromal_2_patient8","THRA"
"APBB16",0.00252680574686292,0.334795568848921,0.27,0.219,1,"stromal_2_patient8","APBB1"
"SIX55",0.00260947142407806,0.393405625934876,0.27,0.222,1,"stromal_2_patient8","SIX5"
"NCKAP12",0.00267423163093894,0.439873008334638,0.371,0.348,1,"stromal_2_patient8","NCKAP1"
"TJP14",0.00270825493228905,0.337587010665801,0.303,0.258,1,"stromal_2_patient8","TJP1"
"IFI27L25",0.00274082645717758,0.330718787886375,0.487,0.505,1,"stromal_2_patient8","IFI27L2"
"CCND23",0.003480514246075,0.350683946288487,0.427,0.412,1,"stromal_2_patient8","CCND2"
"WASF21",0.00357694067606326,0.37467886146681,0.453,0.467,1,"stromal_2_patient8","WASF2"
"UBE2I2",0.0036140092439163,0.295951153063795,0.491,0.499,1,"stromal_2_patient8","UBE2I"
"TPR1",0.00369943810780923,0.439057523615159,0.337,0.311,1,"stromal_2_patient8","TPR"
"ANXA67",0.00400897986624159,0.332078598458136,0.536,0.56,1,"stromal_2_patient8","ANXA6"
"KMT2E2",0.00408812261601512,0.362840245521387,0.345,0.31,1,"stromal_2_patient8","KMT2E"
"NDUFB81",0.00409649501611505,0.28059729210375,0.513,0.532,1,"stromal_2_patient8","NDUFB8"
"JMJD1C2",0.00438636322150863,0.376538237458543,0.27,0.23,1,"stromal_2_patient8","JMJD1C"
"DAPK34",0.00461523425314481,0.339047342625469,0.285,0.246,1,"stromal_2_patient8","DAPK3"
"ANKRD123",0.00475881981126272,0.419162487816804,0.3,0.264,1,"stromal_2_patient8","ANKRD12"
"MXI12",0.00482251800232466,0.34077991153524,0.255,0.212,1,"stromal_2_patient8","MXI1"
"ATP5PO3",0.00500590990026842,0.306953998335176,0.554,0.597,1,"stromal_2_patient8","ATP5PO"
"TACC12",0.00522988795606419,0.367199346997237,0.375,0.354,1,"stromal_2_patient8","TACC1"
"ACAP34",0.00561975342902175,0.39532752346179,0.285,0.25,1,"stromal_2_patient8","ACAP3"
"CPE5",0.00602564348605004,0.334795197615392,0.382,0.355,1,"stromal_2_patient8","CPE"
"GADD45GIP18",0.00607292815574281,0.291087458397846,0.517,0.518,1,"stromal_2_patient8","GADD45GIP1"
"OAZ22",0.00639679337072738,0.328811886805794,0.386,0.374,1,"stromal_2_patient8","OAZ2"
"HYI5",0.00687191823613491,0.409996088482908,0.296,0.262,1,"stromal_2_patient8","HYI"
"MTR1",0.00767135387365885,0.345805321841602,0.266,0.233,1,"stromal_2_patient8","MTR"
"MRPL333",0.00769313861183642,0.30502318954295,0.453,0.456,1,"stromal_2_patient8","MRPL33"
"MRFAP14",0.0080332188979347,0.348522885490431,0.543,0.599,1,"stromal_2_patient8","MRFAP1"
"CYB5R36",0.00803818470686125,0.259071656340817,0.581,0.614,1,"stromal_2_patient8","CYB5R3"
"ZSCAN184",0.00804617432921818,0.311241104062757,0.285,0.244,1,"stromal_2_patient8","ZSCAN18"
"ZNF3585",0.00807946311234315,0.299773371031906,0.423,0.41,1,"stromal_2_patient8","ZNF358"
"DDAH25",0.00817439356938672,0.393143693602783,0.461,0.48,1,"stromal_2_patient8","DDAH2"
"MEF2A",0.00820883385212318,0.370338848349062,0.3,0.275,1,"stromal_2_patient8","MEF2A"
"EPAS13",0.00850343180112142,0.309524382561085,0.371,0.346,1,"stromal_2_patient8","EPAS1"
"NKTR4",0.00868811656534022,0.323103709153873,0.348,0.329,1,"stromal_2_patient8","NKTR"
"PNN3",0.00920651799657211,0.308602398554793,0.352,0.332,1,"stromal_2_patient8","PNN"
"ECH11",0.00921207922911029,0.353871353996994,0.468,0.491,1,"stromal_2_patient8","ECH1"
"LHFPL65",0.00963054767766078,0.314811350835801,0.322,0.292,1,"stromal_2_patient8","LHFPL6"
"ADH1B3",9.15376234202162e-89,1.567843507209,0.843,0.149,3.06998881426721e-84,"stromal_1_patient8","ADH1B"
"HBA24",5.64932774719264e-77,3.70685815763906,0.843,0.209,1.89467153985347e-72,"stromal_1_patient8","HBA2"
"HBB4",1.8946019192984e-75,3.48066704476526,0.843,0.213,6.35411591694297e-71,"stromal_1_patient8","HBB"
"HBA14",2.96752930451989e-72,3.14421251094854,0.579,0.095,9.95249978149879e-68,"stromal_1_patient8","HBA1"
"HLA-DRB54",1.00463934387629e-70,1.41881706350153,0.603,0.108,3.3693594314923e-66,"stromal_1_patient8","HLA-DRB5"
"DES3",1.63095633201466e-67,1.30455377865289,0.926,0.227,5.46990134631078e-63,"stromal_1_patient8","DES"
"CCL215",1.26834205208024e-63,1.59969453529377,0.636,0.124,4.2537655742667e-59,"stromal_1_patient8","CCL21"
"MYH114",2.3815208906972e-59,1.10131226917775,0.876,0.208,7.98714476322025e-55,"stromal_1_patient8","MYH11"
"FOS5",1.41589439043041e-55,1.9524913125921,1,0.65,4.7486266066255e-51,"stromal_1_patient8","FOS"
"NR4A15",1.8539886645299e-52,1.64562715838167,0.967,0.41,6.21790718310036e-48,"stromal_1_patient8","NR4A1"
"CCL191",3.59290356564727e-52,2.01708497087583,0.463,0.083,1.20498799784678e-47,"stromal_1_patient8","CCL19"
"FOSB5",8.24870140953388e-52,1.5333294292863,0.917,0.329,2.76644947872947e-47,"stromal_1_patient8","FOSB"
"CAVIN23",8.2470171207231e-50,1.15508111545421,0.612,0.144,2.76588460194811e-45,"stromal_1_patient8","CAVIN2"
"ADAMTS15",1.74848289854958e-48,1.29884854503825,0.802,0.264,5.86406194515558e-44,"stromal_1_patient8","ADAMTS1"
"KLF43",1.75948087922146e-48,1.15123467663726,0.628,0.157,5.90094697273293e-44,"stromal_1_patient8","KLF4"
"C11orf963",7.03343419655598e-46,1.33618027849786,0.959,0.43,2.35887316084094e-41,"stromal_1_patient8","C11orf96"
"DUSP15",8.08765414660033e-46,1.54230567395969,0.967,0.559,2.71243744768682e-41,"stromal_1_patient8","DUSP1"
"CNN13",3.88898243081385e-45,0.970713525299337,0.769,0.21,1.30428692764635e-40,"stromal_1_patient8","CNN1"
"ADIRF7",5.85483877575493e-45,1.46177101919666,0.975,0.498,1.96359582861269e-40,"stromal_1_patient8","ADIRF"
"JUNB6",1.61580338173249e-44,1.55665112575745,0.975,0.73,5.41908138165443e-40,"stromal_1_patient8","JUNB"
"PLAC93",2.97631060977518e-42,0.911329473739836,0.521,0.114,9.98195052306399e-38,"stromal_1_patient8","PLAC9"
"ACTG23",8.29001529917506e-42,0.805432484066139,0.628,0.147,2.78030533103733e-37,"stromal_1_patient8","ACTG2"
"EGR18",3.73544072875396e-39,1.46928110695185,0.967,0.61,1.2527921116095e-34,"stromal_1_patient8","EGR1"
"RPS279",7.83359633424154e-39,0.805106995756077,1,0.999,2.62723153857793e-34,"stromal_1_patient8","RPS27"
"IER26",1.35142514800027e-38,1.39627287476799,0.926,0.575,4.53240966136329e-34,"stromal_1_patient8","IER2"
"RPS2114",7.70147623315557e-38,0.862608259064326,0.992,0.987,2.58292109907572e-33,"stromal_1_patient8","RPS21"
"ZFP365",1.1084034338161e-37,1.54193577985695,0.901,0.559,3.71736343633245e-33,"stromal_1_patient8","ZFP36"
"FCN1",2.33066521254684e-37,1.20527338671855,0.438,0.103,7.81658498983958e-33,"stromal_1_patient8","FCN1"
"RPL218",7.52021359445899e-37,0.85187605846517,0.992,0.986,2.52212923530965e-32,"stromal_1_patient8","RPL21"
"C9orf24",8.22824145308545e-35,0.820987921389795,0.273,0.041,2.7595876185358e-30,"stromal_1_patient8","C9orf24"
"TPPP35",3.44047770165747e-33,1.26195345006153,0.562,0.176,1.15386741158188e-28,"stromal_1_patient8","TPPP3"
"RPS167",2.46731988413796e-32,0.712474252958011,1,0.987,8.27489742742188e-28,"stromal_1_patient8","RPS16"
"RPS1910",2.56013818303215e-32,0.669139463308898,1,0.994,8.58619143825323e-28,"stromal_1_patient8","RPS19"
"KLF23",9.35828503649072e-32,1.28771706333186,0.802,0.4,3.13858163553826e-27,"stromal_1_patient8","KLF2"
"RPS2810",1.21062054970575e-31,0.732035155352811,1,0.995,4.06017919960316e-27,"stromal_1_patient8","RPS28"
"BTG24",4.95525147451872e-31,1.17524982969112,0.868,0.506,1.66189223952409e-26,"stromal_1_patient8","BTG2"
"RPL3211",5.72324451019441e-31,0.756219812570658,1,0.99,1.919461743829e-26,"stromal_1_patient8","RPL32"
"RPLP29",1.14089424713921e-30,0.612557829030947,1,0.993,3.82633112605549e-26,"stromal_1_patient8","RPLP2"
"RPL27A7",5.4701337736606e-30,0.655559941336493,1,0.984,1.83457346501029e-25,"stromal_1_patient8","RPL27A"
"RPL3510",7.26791161286424e-30,0.684893342610981,1,0.986,2.43751219672241e-25,"stromal_1_patient8","RPL35"
"RPS27A8",7.49568180714702e-30,0.680051537671993,1,0.986,2.51390176448097e-25,"stromal_1_patient8","RPS27A"
"TXNIP3",1.0397845390837e-29,0.977977593668466,0.942,0.833,3.4872293871789e-25,"stromal_1_patient8","TXNIP"
"RGS23",1.76279703372785e-29,0.926976526965993,0.488,0.141,5.91206869171645e-25,"stromal_1_patient8","RGS2"
"STEAP4",3.70339061816521e-29,0.5046296714367,0.273,0.047,1.24204314552025e-24,"stromal_1_patient8","STEAP4"
"SOD35",3.98272621967166e-29,0.916283142591456,0.645,0.231,1.33572671955348e-24,"stromal_1_patient8","SOD3"
"EMCN",5.24645444774335e-29,0.719415960210756,0.314,0.063,1.75955589268417e-24,"stromal_1_patient8","EMCN"
"RPL99",1.44418971637864e-28,0.683894411855553,1,0.982,4.8435234707907e-24,"stromal_1_patient8","RPL9"
"ZCCHC123",4.24220297458257e-28,0.41319198271527,0.471,0.113,1.4227500336155e-23,"stromal_1_patient8","ZCCHC12"
"NR4A24",5.69266357748129e-28,0.815657576236994,0.463,0.128,1.90920551061568e-23,"stromal_1_patient8","NR4A2"
"MT-CO17",7.93547769616949e-28,0.720630166007457,1,1,2.66140050974132e-23,"stromal_1_patient8","MT-CO1"
"RPL118",1.53320173785503e-27,0.682805705060642,1,0.983,5.14205198841819e-23,"stromal_1_patient8","RPL11"
"RPS1410",2.28012550798085e-27,0.657772559992779,1,0.992,7.64708492866618e-23,"stromal_1_patient8","RPS14"
"RPS119",2.72783770239929e-27,0.670826791361374,1,0.993,9.14862208630674e-23,"stromal_1_patient8","RPS11"
"JUN5",3.00273879756351e-27,1.02641960423715,0.917,0.616,1.00705853792685e-22,"stromal_1_patient8","JUN"
"IGFBP66",3.4837153366486e-27,1.14340157647183,0.851,0.534,1.16836844960521e-22,"stromal_1_patient8","IGFBP6"
"RPL347",4.52728520387043e-27,0.661253286247385,1,0.982,1.51836091167407e-22,"stromal_1_patient8","RPL34"
"TAGLN8",8.97878823320443e-27,0.854346860706106,0.983,0.773,3.0113059976521e-22,"stromal_1_patient8","TAGLN"
"LGALS2",1.10143166224535e-26,0.64011588992816,0.273,0.052,3.69398150883847e-22,"stromal_1_patient8","LGALS2"
"RPL37A9",2.04916849864097e-26,0.608404012679316,1,0.997,6.87250131074209e-22,"stromal_1_patient8","RPL37A"
"RPL148",3.08654568607734e-26,0.744092329833818,1,0.936,1.03516569219662e-21,"stromal_1_patient8","RPL14"
"FXYD15",3.82691962466738e-26,1.00607775797567,0.669,0.271,1.28347230372095e-21,"stromal_1_patient8","FXYD1"
"RPL249",8.58863831594284e-26,0.743274776161649,1,0.956,2.88045751840091e-21,"stromal_1_patient8","RPL24"
"FLNA5",1.00096081959554e-25,0.745846793584585,0.983,0.868,3.35702239675953e-21,"stromal_1_patient8","FLNA"
"ATF33",1.04454352653702e-25,1.00952429402448,0.603,0.229,3.50319007929987e-21,"stromal_1_patient8","ATF3"
"ACTA24",1.20473825448883e-25,0.871717954750592,0.926,0.66,4.04045115790463e-21,"stromal_1_patient8","ACTA2"
"RPL13A10",1.23800827962045e-25,0.596005938403457,1,0.996,4.15203216819107e-21,"stromal_1_patient8","RPL13A"
"RPL419",1.29078100856447e-25,0.58601860182395,1,0.999,4.32902134652353e-21,"stromal_1_patient8","RPL41"
"RPL387",1.29598209665294e-25,0.635290337642007,0.992,0.971,4.34646475575465e-21,"stromal_1_patient8","RPL38"
"RPL309",1.48220885722454e-25,0.647403928609306,1,0.989,4.97103206535965e-21,"stromal_1_patient8","RPL30"
"RPS610",3.51149818763354e-25,0.597769877900882,1,0.987,1.17768626216854e-20,"stromal_1_patient8","RPS6"
"MYLK4",3.91149327833145e-25,0.802775117483925,0.769,0.356,1.3118366156868e-20,"stromal_1_patient8","MYLK"
"MT-ND25",5.07971197524208e-25,0.784492501206471,1,0.995,1.70363380225669e-20,"stromal_1_patient8","MT-ND2"
"RPL23A8",5.8263036587139e-25,0.663517569178095,1,0.975,1.95402572105947e-20,"stromal_1_patient8","RPL23A"
"RPL2911",1.30067874835955e-24,0.672560533556094,1,0.982,4.36221638624827e-20,"stromal_1_patient8","RPL29"
"RPL199",1.49910061216625e-24,0.56926419215086,0.992,0.983,5.02768363308316e-20,"stromal_1_patient8","RPL19"
"MALAT15",1.73651701187194e-24,0.858297564287271,0.992,0.966,5.82393075441612e-20,"stromal_1_patient8","MALAT1"
"RPS311",2.52708097365544e-24,0.684856023490808,1,0.977,8.4753241694456e-20,"stromal_1_patient8","RPS3"
"CSRP16",2.81755370806239e-24,0.817144958604924,0.967,0.702,9.44951162609964e-20,"stromal_1_patient8","CSRP1"
"TIMP34",5.37700173132022e-24,0.994465132971778,0.802,0.43,1.80333884065018e-19,"stromal_1_patient8","TIMP3"
"CLU8",5.55926620480908e-24,0.79720253138155,0.967,0.733,1.86446669976887e-19,"stromal_1_patient8","CLU"
"CAV14",2.17455001645632e-23,0.893121890003167,0.636,0.266,7.2930058451912e-19,"stromal_1_patient8","CAV1"
"RPS3A8",2.68166604783459e-23,0.635744048563327,0.992,0.968,8.99377159122764e-19,"stromal_1_patient8","RPS3A"
"RAMP13",3.53824425301182e-23,0.819416747206378,0.636,0.256,1.1866563575751e-18,"stromal_1_patient8","RAMP1"
"LIFR3",4.09379400968156e-23,0.927709554734664,0.438,0.139,1.372976634967e-18,"stromal_1_patient8","LIFR"
"EGFL75",4.12889752244535e-23,0.951477779124918,0.603,0.258,1.38474965107772e-18,"stromal_1_patient8","EGFL7"
"ACKR13",5.22612923351882e-23,1.26394561990377,0.405,0.125,1.75273922233754e-18,"stromal_1_patient8","ACKR1"
"HSPB16",5.56656581518721e-23,0.689644807939535,0.967,0.897,1.86691484309749e-18,"stromal_1_patient8","HSPB1"
"SOCS35",5.98338479671545e-23,1.14624682807909,0.628,0.293,2.00670759312243e-18,"stromal_1_patient8","SOCS3"
"EBF13",8.75681933032929e-23,0.573204331117312,0.322,0.077,2.93686206700584e-18,"stromal_1_patient8","EBF1"
"IGFBP59",1.45494444369328e-22,0.925268069565271,0.967,0.755,4.87959267525854e-18,"stromal_1_patient8","IGFBP5"
"TPM25",2.28196401387984e-22,0.814360884171836,0.909,0.661,7.6532509097502e-18,"stromal_1_patient8","TPM2"
"CYR618",2.36210254735857e-22,0.858612156664407,0.86,0.498,7.92201952333119e-18,"stromal_1_patient8","CYR61"
"OSR23",2.65533104962434e-22,0.744191469351882,0.471,0.156,8.90544927423011e-18,"stromal_1_patient8","OSR2"
"NOTCH33",3.83311203561272e-22,0.89236643998137,0.702,0.353,1.28554911450379e-17,"stromal_1_patient8","NOTCH3"
"RPS1810",5.77218629972148e-22,0.55616917239287,1,0.997,1.93587584120059e-17,"stromal_1_patient8","RPS18"
"FAM107A4",5.83830587321362e-22,0.697851779496036,0.43,0.132,1.95805102375838e-17,"stromal_1_patient8","FAM107A"
"RPS2511",9.99038676049761e-22,0.578800838450139,0.983,0.976,3.35057591173569e-17,"stromal_1_patient8","RPS25"
"LTBP46",2.2873944834825e-21,0.924379290004748,0.876,0.538,7.6714636187036e-17,"stromal_1_patient8","LTBP4"
"FHL13",2.4763945531768e-21,0.843045707410646,0.587,0.237,8.30533205244437e-17,"stromal_1_patient8","FHL1"
"RPL189",2.50038243970812e-21,0.574047480430711,1,0.975,8.38578262629309e-17,"stromal_1_patient8","RPL18"
"LIMS24",2.71448853391635e-21,0.867833306909586,0.579,0.238,9.10385164504866e-17,"stromal_1_patient8","LIMS2"
"RPS246",2.77996309484343e-21,0.507030805966401,1,0.978,9.32344022748588e-17,"stromal_1_patient8","RPS24"
"COX7A14",3.68420413562988e-21,0.833500792785029,0.645,0.304,1.23560838300755e-16,"stromal_1_patient8","COX7A1"
"F104",4.32392868824374e-21,0.649484207082248,0.413,0.127,1.45015920346318e-16,"stromal_1_patient8","F10"
"FAU10",4.82083768238712e-21,0.573832664519387,0.992,0.973,1.61681254191899e-16,"stromal_1_patient8","FAU"
"CXorf361",5.95484615035073e-21,0.462750179708555,0.273,0.061,1.99713630190463e-16,"stromal_1_patient8","CXorf36"
"ECSCR1",8.17601784184122e-21,0.563168347586518,0.331,0.088,2.74207286379671e-16,"stromal_1_patient8","ECSCR"
"RAMP24",9.16723000189534e-21,0.823758493652368,0.496,0.185,3.07450559803566e-16,"stromal_1_patient8","RAMP2"
"RPL331",1.28849055712706e-20,0.551381681567365,1,0.981,4.32133963049273e-16,"stromal_1_patient8","RPL3"
"RPS15A10",1.32051522394866e-20,0.56552997483124,1,0.975,4.42874395807902e-16,"stromal_1_patient8","RPS15A"
"RPL811",1.5055059226616e-20,0.548235947015548,1,0.984,5.04916576342248e-16,"stromal_1_patient8","RPL8"
"RPS298",1.62586099618054e-20,0.483232520854043,1,0.993,5.4528126089903e-16,"stromal_1_patient8","RPS29"
"PDE5A3",1.86802272345133e-20,0.689984803614712,0.388,0.116,6.26497460991108e-16,"stromal_1_patient8","PDE5A"
"SHANK32",2.40928418684088e-20,0.687066548337796,0.355,0.103,8.08025730582694e-16,"stromal_1_patient8","SHANK3"
"RPL3710",2.70287728682096e-20,0.484141188927203,1,0.99,9.06490984454012e-16,"stromal_1_patient8","RPL37"
"RPL227",3.17296255512296e-20,0.644267936774728,0.983,0.925,1.06414818173714e-15,"stromal_1_patient8","RPL22"
"PTGDS8",3.78189290902616e-20,0.880994988969114,0.893,0.647,1.2683712438292e-15,"stromal_1_patient8","PTGDS"
"HSPB68",4.02176661398681e-20,0.8213523839721,0.669,0.301,1.3488200869989e-15,"stromal_1_patient8","HSPB6"
"NOP539",4.1881625590463e-20,0.728348934160817,0.942,0.813,1.40462595905295e-15,"stromal_1_patient8","NOP53"
"RPLP111",7.43512004266063e-20,0.495479185320374,1,0.998,2.49359055990752e-15,"stromal_1_patient8","RPLP1"
"RPS1510",1.05427114872309e-19,0.558677593704893,1,0.982,3.53581457858748e-15,"stromal_1_patient8","RPS15"
"RPL711",1.42262163619395e-19,0.601224255442145,0.983,0.958,4.77118844346727e-15,"stromal_1_patient8","RPL7"
"NACA5",2.16417276740959e-19,0.55656009790144,0.983,0.931,7.25820262733827e-15,"stromal_1_patient8","NACA"
"LMOD15",3.30570041830034e-19,0.683310710053772,0.612,0.256,1.10866580628957e-14,"stromal_1_patient8","LMOD1"
"SPARCL16",4.06839755834056e-19,0.837912715141564,0.909,0.652,1.36445917311626e-14,"stromal_1_patient8","SPARCL1"
"ESR15",4.26024919225528e-19,0.60379834157763,0.488,0.179,1.42880237409857e-14,"stromal_1_patient8","ESR1"
"RPL266",5.55047638610569e-19,0.517355660099216,0.992,0.965,1.86151877037213e-14,"stromal_1_patient8","RPL26"
"RPS2312",5.94860299430389e-19,0.580581362786125,1,0.975,1.99504247222964e-14,"stromal_1_patient8","RPS23"
"SFRP14",8.11691945216114e-19,0.804147622124249,0.43,0.152,2.7222524458658e-14,"stromal_1_patient8","SFRP1"
"CXCL2",1.39235044308975e-18,0.723233938150041,0.264,0.065,4.6696649160344e-14,"stromal_1_patient8","CXCL2"
"ID36",1.54740367859102e-18,0.856963731934152,0.76,0.459,5.18968245725856e-14,"stromal_1_patient8","ID3"
"MYL96",1.87673115106345e-18,0.589982145528796,0.975,0.847,6.29418093443658e-14,"stromal_1_patient8","MYL9"
"ZFP36L18",3.6780447795386e-18,0.664941797966394,0.942,0.792,1.23354265816166e-13,"stromal_1_patient8","ZFP36L1"
"TINAGL14",4.55549470019e-18,0.714426197526186,0.463,0.173,1.52782181254972e-13,"stromal_1_patient8","TINAGL1"
"RPL1311",5.39596098877922e-18,0.505581346238075,1,0.999,1.80969739641678e-13,"stromal_1_patient8","RPL13"
"RPS59",6.20569094846968e-18,0.585918814021919,0.983,0.948,2.08126463029776e-13,"stromal_1_patient8","RPS5"
"UBA525",6.24472191629158e-18,0.479418862514411,0.992,0.976,2.09435483628587e-13,"stromal_1_patient8","UBA52"
"CARMN4",1.90368883173683e-17,0.536621475243198,0.636,0.282,6.38459160387897e-13,"stromal_1_patient8","CARMN"
"LYVE13",1.9600606255289e-17,0.622566172350585,0.264,0.067,6.57365132589882e-13,"stromal_1_patient8","LYVE1"
"NES3",2.2249662064641e-17,0.65451082861417,0.455,0.169,7.46209166323928e-13,"stromal_1_patient8","NES"
"IL332",2.22857643407706e-17,0.606467959391021,0.339,0.105,7.47419964460763e-13,"stromal_1_patient8","IL33"
"TPT15",2.31007351273298e-17,0.399156389969196,1,0.996,7.74752454700386e-13,"stromal_1_patient8","TPT1"
